Trade Date,Product Code,Product Type,Underlying Product Code,Put/Call,Strike Price,Contract Year,Contract Month,Contract Day,Settlement,Open Interest,Total Volume,Globex Open Price,Globex High Price,Globex Low Price,Globex Close Price,Delta,Implied Volatility,Last Trade Date
20170330,OG,O,GC,C,1345,2017,10,0,16.9,261,0,,,16.7,,0.24749,0.1357142,20170926
20170330,OG,O,GC,C,1350,2017,10,0,16,876,5,,,15.8,,0.23648,0.1363244,20170926
20170330,OG,O,GC,C,1355,2017,10,0,15.2,21,0,,,15,,0.22625,0.1371351,20170926
20170330,OG,O,GC,C,1365,2017,10,0,13.7,300,0,,,13.6,,0.20685,0.1386645,20170926
20170330,OG,O,GC,C,1370,2017,10,0,13,22,0,,,12.9,,0.19767,0.1393948,20170926
20170330,OG,O,GC,C,1375,2017,10,0,12.3,155,0,,,12.3,,0.18858,0.139971,20170926
20170330,OG,O,GC,C,1380,2017,10,0,11.7,120,0,,,11.7,,0.18038,0.1408177,20170926
20170330,OG,O,GC,C,1390,2017,10,0,10.6,845,0,,,10.6,,0.16508,0.1425405,20170926
20170330,OG,O,GC,C,1395,2017,10,0,10.1,22,0,,,10.1,,0.15799,0.1434336,20170926
20170330,OG,O,GC,C,1400,2017,10,0,9.6,2223,56,10.3,10.5,9.6,,0.15098,0.1441997,20170926
20170330,OG,O,GC,C,1405,2017,10,0,9.2,11,0,,,9.2,,0.14495,0.1453301,20170926
20170330,OG,O,GC,C,1410,2017,10,0,8.7,25,0,,,8.7,,0.13809,0.1458438,20170926
20170330,OG,O,GC,C,1415,2017,10,0,8.3,55,0,,,8.4,,0.13221,0.1467431,20170926
20170330,OG,O,GC,C,1425,2017,10,0,7.6,527,0,,,7.6,,0.12162,0.148755,20170926
20170330,OG,O,GC,C,1440,2017,10,0,6.6,1,0,,,6.7,,0.10671,0.1512836,20170926
20170330,OG,O,GC,C,1445,2017,10,0,6.3,3,0,,,6.4,,0.10218,0.1521218,20170926
20170330,OG,O,GC,C,1450,2017,10,0,6,1035,0,,,6.1,,0.0977,0.1528585,20170926
20170330,OG,O,GC,C,1460,2017,10,0,5.5,244,25,,,5.6,,0.08992,0.1547061,20170926
20170330,OG,O,GC,C,1485,2017,10,0,4.4,300,0,,,4.6,,0.07279,0.1588762,20170926
20170330,OG,O,GC,C,1500,2017,10,0,3.9,1126,0,,,4.1,,0.06469,0.1616939,20170926
20170330,OG,O,GC,C,1525,2017,10,0,3.2,1585,0,,,3.4,,0.0533,0.1662209,20170926
20170330,OG,O,GC,C,1530,2017,10,0,3.1,2,0,,,3.3,,0.05156,0.167344,20170926
20170330,OG,O,GC,C,1550,2017,10,0,2.6,778,0,,,2.8,,0.04362,0.1701207,20170926
20170330,OG,O,GC,C,1560,2017,10,0,2.4,170,0,,,2.6,,0.04035,0.1717016,20170926
20170330,OG,O,GC,C,1575,2017,10,0,2.2,820,0,,,2.3,,0.03679,0.1750012,20170926
20170330,OG,O,GC,C,1580,2017,10,0,2.1,10,0,,,2.3,,0.03522,0.1755403,20170926
20170330,OG,O,GC,C,1600,2017,10,0,1.8,1339,0,,,1.9,,0.03029,0.178574,20170926
20170330,OG,O,GC,C,1625,2017,10,0,1.5,1,0,,,1.7,,0.02529,0.1824523,20170926
20170330,OG,O,GC,C,1650,2017,10,0,1.3,1147,0,,,1.4,,0.02178,0.1871894,20170926
20170330,OG,O,GC,C,1675,2017,10,0,1.1,550,0,,,1.2,,0.01843,0.1910117,20170926
20170330,OG,O,GC,C,1700,2017,10,0,0.9,966,0,,,1.1,,0.01519,0.1937369,20170926
20170330,OG,O,GC,C,1775,2017,10,0,0.6,3,0,,,0.7,,0.00998,0.2059146,20170926
20170330,OG,O,GC,C,1800,2017,10,0,0.5,40,0,,,0.6,,0.00836,0.2084357,20170926
20170330,OG,O,GC,C,1850,2017,10,0,0.4,477,0,,,,,0.00659,0.2164686,20170926
20170330,OG,O,GC,C,1900,2017,10,0,0.3,4,0,,,,,0.00494,0.2223517,20170926
20170330,OG,O,GC,C,2000,2017,10,0,0.2,1655,15,0.3,0.3,0.3,,0.00322,0.2364919,20170926
20170330,OG,O,GC,C,2100,2017,10,0,0.2,325,0,,,,,0.00298,0.2581847,20170926
20170330,OG,O,GC,C,950,2017,10,0,304.7,2,0,,,,,0.98802,0.1804814,20170926
20170330,OG,O,GC,P,1000,2017,10,0,1.4,1765,0,,,,,0.02378,0.1680263,20170926
20170330,OG,O,GC,P,1010,2017,10,0,1.5,110,0,,,,,0.0259,0.1636281,20170926
20170330,OG,O,GC,P,1020,2017,10,0,1.7,50,0,,,,,0.02939,0.1607869,20170926
20170330,OG,O,GC,P,1025,2017,10,0,1.9,405,0,,1.7,,,0.0324,0.1607822,20170926
20170330,OG,O,GC,P,1035,2017,10,0,2.1,10,0,,,,,0.03609,0.1572234,20170926
20170330,OG,O,GC,P,1040,2017,10,0,2.3,151,0,,2.1,,,0.0392,0.1566704,20170926
20170330,OG,O,GC,P,1045,2017,10,0,2.5,300,0,,,,,0.04233,0.1559123,20170926
20170330,OG,O,GC,P,1050,2017,10,0,2.7,727,0,,2.4,,,0.04549,0.1549726,20170926
20170330,OG,O,GC,P,1060,2017,10,0,3.1,400,0,,2.8,,,0.05195,0.1526206,20170926
20170330,OG,O,GC,P,1070,2017,10,0,3.5,1563,0,,3.3,,,0.05865,0.149729,20170926
20170330,OG,O,GC,P,1075,2017,10,0,3.8,1292,0,,3.6,,,0.06318,0.14902,20170926
20170330,OG,O,GC,P,1080,2017,10,0,4.1,350,0,,3.8,,,0.06776,0.1481178,20170926
20170330,OG,O,GC,P,1090,2017,10,0,4.6,1,0,,4.5,,,0.07609,0.145022,20170926
20170330,OG,O,GC,P,1100,2017,10,0,5.3,2468,77,4.7,5.5,4.7,,0.08682,0.1429025,20170926
20170330,OG,O,GC,P,1105,2017,10,0,5.7,26,0,,5.6,,,0.0928,0.1419368,20170926
20170330,OG,O,GC,P,1120,2017,10,0,7.1,12,0,,7.1,,,0.11318,0.139209,20170926
20170330,OG,O,GC,P,1125,2017,10,0,7.6,2615,0,,7.7,,,0.12048,0.1381242,20170926
20170330,OG,O,GC,P,1130,2017,10,0,8.2,10,0,,8.3,,,0.12876,0.137402,20170926
20170330,OG,O,GC,P,1140,2017,10,0,9.5,75,0,,9.6,,,0.14644,0.1358422,20170926
20170330,OG,O,GC,P,1145,2017,10,0,10.3,8,0,,10.3,,,0.15661,0.1354652,20170926
20170330,OG,O,GC,P,1150,2017,10,0,11.1,2713,100,,11.1,,,0.16686,0.1348483,20170926
20170330,OG,O,GC,P,1155,2017,10,0,11.9,20,0,,12.1,,,0.17722,0.1340096,20170926
20170330,OG,O,GC,P,1160,2017,10,0,12.8,332,0,,13,,,0.1884,0.1333825,20170926
20170330,OG,O,GC,P,1170,2017,10,0,14.8,3,0,,15,,,0.21239,0.1322499,20170926
20170330,OG,O,GC,P,1175,2017,10,0,15.9,896,0,,16.1,,,0.22516,0.1317188,20170926
20170330,OG,O,GC,P,1180,2017,10,0,17.1,66,0,,17.3,,,0.23858,0.1313186,20170926
20170330,OG,O,GC,P,1185,2017,10,0,18.3,55,0,,18.6,,,0.25212,0.1306755,20170926
20170330,OG,O,GC,P,1190,2017,10,0,19.6,286,0,,20,,,0.26628,0.1301467,20170926
20170330,OG,O,GC,P,1195,2017,10,0,21,61,0,,21.4,,,0.28101,0.1297158,20170926
20170330,OG,O,GC,P,1200,2017,10,0,22.5,1111,5,21.5,22.9,21,,0.29626,0.1293684,20170926
20170330,OG,O,GC,P,1205,2017,10,0,24.1,3,0,,24.5,,,0.31197,0.1290927,20170926
20170330,OG,O,GC,P,1210,2017,10,0,25.7,8,5,25.8,26.5,24.6,,0.32778,0.1285657,20170926
20170330,OG,O,GC,P,1215,2017,10,0,27.5,227,0,,28.1,,,0.3443,0.1284113,20170926
20170330,OG,O,GC,P,1225,2017,10,0,31.3,1138,0,,31.9,,,0.37803,0.1279384,20170926
20170330,OG,O,GC,P,1230,2017,10,0,33.4,25,0,,34.1,,,0.39536,0.1279123,20170926
20170330,OG,O,GC,P,1235,2017,10,0,35.5,551,0,,36.3,,,0.41274,0.1276291,20170926
20170330,OG,O,GC,P,1240,2017,10,0,37.8,205,0,,38.6,,,0.43039,0.1276709,20170926
20170330,OG,O,GC,P,1245,2017,10,0,40.1,61,0,,41,,,0.44806,0.1274569,20170926
20170330,OG,O,GC,P,1250,2017,10,0,42.6,1806,0,,43.5,,,0.46581,0.1275609,20170926
20170330,OG,O,GC,P,1255,2017,10,0,45.2,34,0,,46.1,,,0.48354,0.1276959,20170926
20170330,OG,O,GC,P,1260,2017,10,0,47.9,466,0,,48.9,,,0.50117,0.1278643,20170926
20170330,OG,O,GC,P,1275,2017,10,0,56.5,585,0,,57.6,,,0.55308,0.1285969,20170926
20170330,OG,O,GC,P,1290,2017,10,0,66,360,0,,67.2,,,0.60278,0.1294793,20170926
20170330,OG,O,GC,P,1300,2017,10,0,72.7,104,0,,74,,,0.63411,0.1302959,20170926
20170330,OG,O,GC,P,1310,2017,10,0,79.9,250,0,,81.2,,,0.66346,0.1314562,20170926
20170330,OG,O,GC,P,1315,2017,10,0,83.5,1,0,,84.9,,,0.67751,0.1320367,20170926
20170330,OG,O,GC,P,1320,2017,10,0,87.3,125,0,,88.6,,,0.69146,0.1324138,20170926
20170330,OG,O,GC,P,1325,2017,10,0,91.1,1,0,,92.5,,,0.7048,0.1329109,20170926
20170330,OG,O,GC,P,1330,2017,10,0,94.9,1,0,,96.3,,,0.7175,0.1335433,20170926
20170330,OG,O,GC,P,1340,2017,10,0,102.9,1,0,,104.4,,,0.74137,0.1349336,20170926
20170330,OG,O,GC,P,1345,2017,10,0,106.9,200,0,,108.4,,,0.75251,0.1357142,20170926
20170330,OG,O,GC,P,1350,2017,10,0,111,218,0,,112.6,,,0.76352,0.1363244,20170926
20170330,OG,O,GC,P,1355,2017,10,0,115.2,1,0,,116.7,,,0.77375,0.1371351,20170926
20170330,OG,O,GC,P,1360,2017,10,0,119.4,1,0,,120.9,,,0.78387,0.1377848,20170926
20170330,OG,O,GC,P,1370,2017,10,0,128,1,0,,129.4,,,0.80233,0.1393948,20170926
20170330,OG,O,GC,P,1390,2017,10,0,145.5,395,0,,147,,,0.83492,0.1425405,20170926
20170330,OG,O,GC,P,1400,2017,10,0,154.5,2,0,,156,,,0.84902,0.1441997,20170926
20170330,OG,O,GC,P,750,2017,10,0,0.1,25,0,,,,,0.00018,0.2096849,20170926
20170330,OG,O,GC,P,800,2017,10,0,0.1,4,0,,,,,0.00088,0.2096849,20170926
20170330,OG,O,GC,P,825,2017,10,0,0.1,3,0,,,,,0.00175,0.2096849,20170926
20170330,OG,O,GC,P,850,2017,10,0,0.2,13,0,,,,,0.00331,0.2099104,20170926
20170330,OG,O,GC,P,875,2017,10,0,0.3,2,0,,,,,0.00493,0.2045329,20170926
20170330,OG,O,GC,P,900,2017,10,0,0.3,764,0,,,,,0.00529,0.19,20170926
20170330,OG,O,GC,P,920,2017,10,0,0.4,28,0,,,,,0.00706,0.1848697,20170926
20170330,OG,O,GC,P,925,2017,10,0,0.5,1495,62,0.5,0.5,0.5,,0.00854,0.187147,20170926
20170330,OG,O,GC,P,940,2017,10,0,0.6,3,0,,0.6,,,0.01031,0.1826544,20170926
20170330,OG,O,GC,P,950,2017,10,0,0.7,430,5,0.6,0.6,0.6,,0.01198,0.1804814,20170926
20170330,OG,O,GC,P,955,2017,10,0,0.7,6,0,,,,,0.01217,0.1774784,20170926
20170330,OG,O,GC,P,970,2017,10,0,0.9,11,0,,,,,0.01548,0.174762,20170926
20170330,OG,O,GC,P,975,2017,10,0,1,226,0,,,,,0.01703,0.1744552,20170926
20170330,OG,O,GC,P,980,2017,10,0,1,754,0,,,,,0.01732,0.1713815,20170926
20170330,OG,O,GC,P,985,2017,10,0,1.1,1,0,,,,,0.01891,0.170816,20170926
20170330,OG,O,GC,P,990,2017,10,0,1.2,5,0,,,,,0.02052,0.1700522,20170926
20170330,OG,O,GC,P,995,2017,10,0,1.3,30,0,,,,,0.02214,0.1691155,20170926
20170330,OG,O,GC,C,1000,2017,11,0,259.1,5,0,,,259.3,,0.96952,0.1670868,20171026
20170330,OG,O,GC,C,1140,2017,11,0,129.5,158,0,,,127.7,,0.83724,0.1394724,20171026
20170330,OG,O,GC,C,1145,2017,11,0,125.3,1,0,,,123.5,,0.828,0.1387278,20171026
20170330,OG,O,GC,C,1150,2017,11,0,121.2,101,0,,,119.5,,0.81804,0.138202,20171026
20170330,OG,O,GC,C,1155,2017,11,0,117.1,3,0,,,115.4,,0.80799,0.1374841,20171026
20170330,OG,O,GC,C,1170,2017,11,0,105.3,1,0,,,103.8,,0.77498,0.1356767,20171026
20170330,OG,O,GC,C,1180,2017,11,0,97.7,38,0,,,96.3,,0.7508,0.1346505,20171026
20170330,OG,O,GC,C,1210,2017,11,0,76.9,10,0,,,75.6,,0.66892,0.1323434,20171026
20170330,OG,O,GC,C,1215,2017,11,0,73.7,15,0,,,72.5,,0.65409,0.1321113,20171026
20170330,OG,O,GC,C,1220,2017,11,0,70.6,169,0,,,69.4,,0.63897,0.1319474,20171026
20170330,OG,O,GC,C,1225,2017,11,0,67.6,149,0,,,66.3,,0.62362,0.1318463,20171026
20170330,OG,O,GC,C,1230,2017,11,0,64.7,105,0,,,63.5,,0.60823,0.1315318,20171026
20170330,OG,O,GC,C,1235,2017,11,0,61.9,89,0,,,60.7,,0.59252,0.1315478,20171026
20170330,OG,O,GC,C,1240,2017,11,0,59.2,11,0,,,58.1,,0.57678,0.1313498,20171026
20170330,OG,O,GC,C,1250,2017,11,0,54,184,0,,,53,,0.545,0.1313825,20171026
20170330,OG,O,GC,C,1255,2017,11,0,51.5,58,0,,,50.5,,0.52909,0.1313461,20171026
20170330,OG,O,GC,C,1260,2017,11,0,49.2,141,0,,,48.2,,0.51325,0.1316262,20171026
20170330,OG,O,GC,C,1265,2017,11,0,46.9,8,0,,,46,,0.49745,0.131699,20171026
20170330,OG,O,GC,C,1280,2017,11,0,40.6,1,0,,,39.9,,0.45088,0.1322702,20171026
20170330,OG,O,GC,C,1285,2017,11,0,38.7,608,0,,,38,,0.43579,0.1325896,20171026
20170330,OG,O,GC,C,1290,2017,11,0,36.9,30,0,,,36.2,,0.42098,0.1329814,20171026
20170330,OG,O,GC,C,1295,2017,11,0,35.1,6,0,,,34.5,,0.40624,0.1331822,20171026
20170330,OG,O,GC,C,1300,2017,11,0,33.4,160,0,,,32.9,,0.39182,0.1334631,20171026
20170330,OG,O,GC,C,1305,2017,11,0,31.8,10,0,,,31.4,,0.37776,0.1338312,20171026
20170330,OG,O,GC,C,1330,2017,11,0,24.9,43,0,,,24.7,,0.31269,0.1361087,20171026
20170330,OG,O,GC,C,1350,2017,11,0,20.6,508,2,21.9,21.9,20.5,,0.26776,0.1385914,20171026
20170330,OG,O,GC,C,1355,2017,11,0,19.6,15,0,,,19.5,,0.25715,0.1390681,20171026
20170330,OG,O,GC,C,1385,2017,11,0,14.9,1,0,,,14.9,,0.20311,0.1434018,20171026
20170330,OG,O,GC,C,1395,2017,11,0,13.6,5,0,,,13.7,,0.18755,0.144802,20171026
20170330,OG,O,GC,C,1400,2017,11,0,13,52,0,,,13.1,,0.18024,0.1455194,20171026
20170330,OG,O,GC,C,1415,2017,11,0,11.5,1,0,,,11.6,,0.161,0.1482489,20171026
20170330,OG,O,GC,C,1420,2017,11,0,11,1,0,,,11.1,,0.15474,0.1489561,20171026
20170330,OG,O,GC,C,1425,2017,11,0,10.5,2,2,11.2,11.2,10.7,,0.14853,0.1495572,20171026
20170330,OG,O,GC,C,1435,2017,11,0,9.7,1,1,10.2,10.2,9.9,,0.13791,0.151376,20171026
20170330,OG,O,GC,C,1450,2017,11,0,8.6,238,0,,,8.8,,0.12326,0.1539294,20171026
20170330,OG,O,GC,C,1460,2017,11,0,8,3,0,,,8.1,,0.11492,0.1559062,20171026
20170330,OG,O,GC,C,1475,2017,11,0,7.1,28,3,7.3,7.3,7.2,,0.10277,0.1583005,20171026
20170330,OG,O,GC,C,1480,2017,11,0,6.8,55,0,,,7,,0.09879,0.1589373,20171026
20170330,OG,O,GC,C,1500,2017,11,0,5.9,150,0,,,6.1,,0.08605,0.1626027,20171026
20170330,OG,O,GC,C,1550,2017,11,0,4.1,113,0,,,4.4,,0.06063,0.1705428,20171026
20170330,OG,O,GC,C,1580,2017,11,0,3.3,25,0,,,3.7,,0.0492,0.1748548,20171026
20170330,OG,O,GC,C,1590,2017,11,0,3.1,5,0,,,3.4,,0.04622,0.1765454,20171026
20170330,OG,O,GC,C,1600,2017,11,0,2.9,563,0,,,3.3,,0.0433,0.1780561,20171026
20170330,OG,O,GC,C,1650,2017,11,0,2,2,0,,,2.2,,0.03038,0.1839145,20171026
20170330,OG,O,GC,C,1675,2017,11,0,1.7,6,0,,,2.2,,0.0259,0.1872817,20171026
20170330,OG,O,GC,C,1775,2017,11,0,1,16,0,,,1.3,,0.01507,0.2022264,20171026
20170330,OG,O,GC,C,900,2017,11,0,357.9,18,0,,,,,0.99089,0.1929189,20171026
20170330,OG,O,GC,C,950,2017,11,0,308.2,3,0,,,,,0.98439,0.1773444,20171026
20170330,OG,O,GC,P,1000,2017,11,0,2,472,0,,,,,0.03048,0.1670868,20171026
20170330,OG,O,GC,P,1015,2017,11,0,2.5,6,0,,,,,0.03754,0.1646887,20171026
20170330,OG,O,GC,P,1020,2017,11,0,2.6,45,0,,,,,0.03925,0.1627968,20171026
20170330,OG,O,GC,P,1025,2017,11,0,2.8,10,0,,,,,0.04204,0.1620211,20171026
20170330,OG,O,GC,P,1030,2017,11,0,3,6,0,,,,,0.04486,0.1610952,20171026
20170330,OG,O,GC,P,1040,2017,11,0,3.4,29,0,,3.1,,,0.05061,0.1588476,20171026
20170330,OG,O,GC,P,1050,2017,11,0,3.9,156,0,,3.6,,,0.05751,0.1570512,20171026
20170330,OG,O,GC,P,1070,2017,11,0,5,5,0,,4.7,,,0.07283,0.152668,20171026
20170330,OG,O,GC,P,1095,2017,11,0,6.8,6,0,,6.7,,,0.09724,0.1472685,20171026
20170330,OG,O,GC,P,1100,2017,11,0,7.3,1608,0,,7.1,,,0.10352,0.1466171,20171026
20170330,OG,O,GC,P,1110,2017,11,0,8.3,32,0,,8.2,,,0.11629,0.1448073,20171026
20170330,OG,O,GC,P,1125,2017,11,0,10,15,0,,10,,,0.13765,0.1419446,20171026
20170330,OG,O,GC,P,1140,2017,11,0,12.1,101,0,,12.2,,,0.16276,0.1394724,20171026
20170330,OG,O,GC,P,1150,2017,11,0,13.8,175,0,,14,,,0.18196,0.138202,20171026
20170330,OG,O,GC,P,1170,2017,11,0,17.8,255,0,,18.1,,,0.22502,0.1356767,20171026
20170330,OG,O,GC,P,1175,2017,11,0,19,150,0,,19.3,,,0.23706,0.1352647,20171026
20170330,OG,O,GC,P,1180,2017,11,0,20.2,148,120,19.7,20.6,19.7,,0.2492,0.1346505,20171026
20170330,OG,O,GC,P,1190,2017,11,0,22.9,12,0,,23.3,,,0.27508,0.1337927,20171026
20170330,OG,O,GC,P,1195,2017,11,0,24.4,35,0,,24.8,,,0.28872,0.1335212,20171026
20170330,OG,O,GC,P,1200,2017,11,0,25.9,172,0,,26.3,,,0.30243,0.1330397,20171026
20170330,OG,O,GC,P,1220,2017,11,0,32.9,258,0,,33.4,,,0.36103,0.1319474,20171026
20170330,OG,O,GC,P,1225,2017,11,0,34.9,158,0,,35.4,,,0.37638,0.1318463,20171026
20170330,OG,O,GC,P,1230,2017,11,0,36.9,1,0,,37.4,,,0.39177,0.1315318,20171026
20170330,OG,O,GC,P,1250,2017,11,0,46.1,998,0,,46.7,,,0.455,0.1313825,20171026
20170330,OG,O,GC,P,1255,2017,11,0,48.6,10,0,,49.3,,,0.47091,0.1313461,20171026
20170330,OG,O,GC,P,1260,2017,11,0,51.3,30,0,,51.9,,,0.48675,0.1316262,20171026
20170330,OG,O,GC,P,1275,2017,11,0,59.6,50,0,,60.4,,,0.53378,0.132018,20171026
20170330,OG,O,GC,P,1300,2017,11,0,75.3,75,0,,76.3,,,0.60818,0.1334631,20171026
20170330,OG,O,GC,P,1320,2017,11,0,89.3,1,0,,90.4,,,0.66217,0.1352554,20171026
20170330,OG,O,GC,P,1340,2017,11,0,104.4,1,0,,105.5,,,0.71073,0.1371956,20171026
20170330,OG,O,GC,P,1350,2017,11,0,112.2,22,0,,113.6,,,0.73224,0.1385914,20171026
20170330,OG,O,GC,P,1365,2017,11,0,124.5,10,0,,125.9,,,0.76208,0.140576,20171026
20170330,OG,O,GC,P,1400,2017,11,0,154.5,10,0,,156,,,0.81976,0.1455194,20171026
20170330,OG,O,GC,P,1435,2017,11,0,186.1,1,0,,187.5,,,0.86209,0.151376,20171026
20170330,OG,O,GC,P,1500,2017,11,0,247,5,0,,246.6,,,0.91395,0.1626027,20171026
20170330,OG,O,GC,P,800,2017,11,0,0.2,2,0,,,,,0.0029,0.2231623,20171026
20170330,OG,O,GC,P,825,2017,11,0,0.2,2,0,,,,,0.00309,0.2091758,20171026
20170330,OG,O,GC,P,875,2017,11,0,0.4,1,0,,,,,0.00617,0.1971539,20171026
20170330,OG,O,GC,P,900,2017,11,0,0.6,5,0,,,,,0.00911,0.1929189,20171026
20170330,OG,O,GC,P,940,2017,11,0,0.9,2,0,,,,,0.01398,0.1803663,20171026
20170330,OG,O,GC,P,950,2017,11,0,1,2,2,1.1,1.1,1.1,,0.01561,0.1773444,20171026
20170330,OG,O,GC,C,1000,2017,12,0,259.8,321,170,,,259.9,,0.96041,0.1669802,20171127
20170330,OG,O,GC,C,1025,2017,12,0,235.9,21,0,,,236,,0.94651,0.1626821,20171127
20170330,OG,O,GC,C,1050,2017,12,0,212.4,83,0,,,212.4,,0.92909,0.157934,20171127
20170330,OG,O,GC,C,1100,2017,12,0,166.6,137,0,,,167,,0.87987,0.1478527,20171127
20170330,OG,O,GC,C,1120,2017,12,0,149.2,25,0,,,147.4,,0.85207,0.1445549,20171127
20170330,OG,O,GC,C,1130,2017,12,0,140.7,147,0,,,139,,0.83669,0.1426956,20171127
20170330,OG,O,GC,C,1145,2017,12,0,128.3,5,0,,,126.9,,0.81003,0.1407189,20171127
20170330,OG,O,GC,C,1150,2017,12,0,124.3,1225,0,,,122.9,,0.80027,0.1402173,20171127
20170330,OG,O,GC,C,1155,2017,12,0,120.4,250,0,,,118.8,,0.79042,0.1395491,20171127
20170330,OG,O,GC,C,1160,2017,12,0,116.5,30,0,,,115,,0.78001,0.1390517,20171127
20170330,OG,O,GC,C,1165,2017,12,0,112.6,125,0,,,111.2,,0.76951,0.1383863,20171127
20170330,OG,O,GC,C,1170,2017,12,0,108.8,50,0,,,107.5,,0.75847,0.1378729,20171127
20170330,OG,O,GC,C,1175,2017,12,0,105.1,65,0,,,103.8,,0.74695,0.1374958,20171127
20170330,OG,O,GC,C,1180,2017,12,0,101.5,22,0,,,100.2,,0.73535,0.1369437,20171127
20170330,OG,O,GC,C,1185,2017,12,0,97.9,311,0,,,96.6,,0.7233,0.1365149,20171127
20170330,OG,O,GC,C,1190,2017,12,0,94.4,401,0,,,93.2,,0.71083,0.1361977,20171127
20170330,OG,O,GC,C,1195,2017,12,0,91,50,0,,,89.8,,0.69829,0.1357024,20171127
20170330,OG,O,GC,C,1200,2017,12,0,87.7,2218,0,,,86.5,,0.68511,0.1355842,20171127
20170330,OG,O,GC,C,1205,2017,12,0,84.4,8,0,,,83.3,,0.67188,0.1352812,20171127
20170330,OG,O,GC,C,1210,2017,12,0,81.2,495,0,,,80,,0.65858,0.1347998,20171127
20170330,OG,O,GC,C,1215,2017,12,0,78.1,1325,0,,,77,,0.64478,0.1346685,20171127
20170330,OG,O,GC,C,1220,2017,12,0,75,37,0,,,74,,0.63094,0.1343544,20171127
20170330,OG,O,GC,C,1225,2017,12,0,72.1,1797,0,,,71.1,,0.61674,0.1343729,20171127
20170330,OG,O,GC,C,1230,2017,12,0,69.2,257,0,,,68.2,,0.60253,0.1342066,20171127
20170330,OG,O,GC,C,1235,2017,12,0,66.4,190,0,,,65.3,,0.58826,0.1338602,20171127
20170330,OG,O,GC,C,1240,2017,12,0,63.7,354,0,,,62.7,,0.57378,0.1338338,20171127
20170330,OG,O,GC,C,1245,2017,12,0,61.1,1,0,,,60.1,,0.55925,0.1338733,20171127
20170330,OG,O,GC,C,1250,2017,12,0,58.6,1441,0,,,57.6,,0.54471,0.1337321,20171127
20170330,OG,O,GC,C,1255,2017,12,0,56.1,308,0,,,55.2,,0.53017,0.1339029,20171127
20170330,OG,O,GC,C,1260,2017,12,0,53.8,92,0,,,52.9,,0.51564,0.1338953,20171127
20170330,OG,O,GC,C,1265,2017,12,0,51.5,125,55,51.3,54,50.6,,0.50117,0.1339557,20171127
20170330,OG,O,GC,C,1270,2017,12,0,49.3,709,0,,,48.5,,0.4868,0.1340853,20171127
20170330,OG,O,GC,C,1275,2017,12,0,47.2,1997,100,,,46.4,,0.47257,0.1342858,20171127
20170330,OG,O,GC,C,1280,2017,12,0,45.2,15,0,,,44.5,,0.45852,0.1345603,20171127
20170330,OG,O,GC,C,1285,2017,12,0,43.3,157,0,,,42.6,,0.44468,0.1349123,20171127
20170330,OG,O,GC,C,1290,2017,12,0,41.4,6,0,,,40.8,,0.43091,0.1350982,20171127
20170330,OG,O,GC,C,1295,2017,12,0,39.6,6,0,,,39,,0.41738,0.1353678,20171127
20170330,OG,O,GC,C,1300,2017,12,0,37.9,6377,26,37.4,37.4,36.7,,0.40415,0.1357261,20171127
20170330,OG,O,GC,C,1305,2017,12,0,36.3,92,0,,,35.7,,0.39125,0.1361789,20171127
20170330,OG,O,GC,C,1310,2017,12,0,34.7,175,0,,,34.2,,0.37842,0.1364768,20171127
20170330,OG,O,GC,C,1315,2017,12,0,33.2,670,0,,,32.8,,0.36596,0.1368778,20171127
20170330,OG,O,GC,C,1320,2017,12,0,31.8,10,0,,,31.4,,0.3539,0.1373895,20171127
20170330,OG,O,GC,C,1325,2017,12,0,30.4,562,100,,,30,,0.34192,0.1377552,20171127
20170330,OG,O,GC,C,1330,2017,12,0,29.1,319,0,,,28.8,,0.33038,0.1382422,20171127
20170330,OG,O,GC,C,1335,2017,12,0,27.8,4,0,,,27.5,,0.31891,0.1385874,20171127
20170330,OG,O,GC,C,1340,2017,12,0,26.6,221,0,,,26.4,,0.30792,0.1390657,20171127
20170330,OG,O,GC,C,1345,2017,12,0,25.5,105,0,,,25.3,,0.29745,0.139688,20171127
20170330,OG,O,GC,C,1350,2017,12,0,24.4,8788,83,25.2,26,24.2,,0.28706,0.1401802,20171127
20170330,OG,O,GC,C,1355,2017,12,0,23.4,120,0,,,23.2,,0.27723,0.140831,20171127
20170330,OG,O,GC,C,1360,2017,12,0,22.4,1737,1,22.8,22.8,22.3,,0.26747,0.1413578,20171127
20170330,OG,O,GC,C,1365,2017,12,0,21.5,600,0,,,21.4,,0.25831,0.1420599,20171127
20170330,OG,O,GC,C,1370,2017,12,0,20.6,691,0,,,20.5,,0.24923,0.1426448,20171127
20170330,OG,O,GC,C,1375,2017,12,0,19.8,1279,80,20.9,21.1,19.7,,0.24078,0.1434234,20171127
20170330,OG,O,GC,C,1380,2017,12,0,19,613,0,,,18.9,,0.23242,0.144093,20171127
20170330,OG,O,GC,C,1385,2017,12,0,18.3,2754,0,,,18.2,,0.22471,0.1449766,20171127
20170330,OG,O,GC,C,1390,2017,12,0,17.6,851,0,,,17.5,,0.2171,0.1457603,20171127
20170330,OG,O,GC,C,1395,2017,12,0,16.9,1,0,,,16.8,,0.20956,0.1464427,20171127
20170330,OG,O,GC,C,1400,2017,12,0,16.2,16629,504,15.7,15.7,15.7,,0.20209,0.1470218,20171127
